Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2017-02-16,142.42,142.44,141.07,142.01,2847496.0,0.0,1.0,142.42,142.44,141.07,142.01,2847496.0
2017-02-17,141.75,142.9,141.27,142.22,4588073.0,0.0,1.0,141.75,142.9,141.27,142.22,4588073.0
2017-02-21,142.99,143.38,141.81,142.6,3571481.0,0.0,1.0,142.99,143.38,141.81,142.6,3571481.0
2017-02-22,142.92,144.0,142.17,143.86,3481968.0,0.0,1.0,142.92,144.0,142.17,143.86,3481968.0
2017-02-23,144.45,144.49,141.5196,142.78,4667978.0,0.0,1.0,144.45,144.49,141.5196,142.78,4667978.0
2017-02-24,141.88,143.56,141.55,143.25,3302714.0,0.0,1.0,141.88,143.56,141.55,143.25,3302714.0
2017-02-27,143.12,143.92,142.38,143.41,3907377.0,0.0,1.0,143.12,143.92,142.38,143.41,3907377.0
2017-02-28,143.3,143.57,141.85,142.13,3862221.0,0.0,1.0,143.3,143.57,141.85,142.13,3862221.0
2017-03-01,142.84,143.26,142.1,142.65,4170649.0,0.0,1.0,142.84,143.26,142.1,142.65,4170649.0
2017-03-02,142.15,142.7,139.09,139.53,6119945.0,0.0,1.0,142.15,142.7,139.09,139.53,6119945.0
2017-03-03,139.69,140.91,138.26,139.14,5401104.0,0.0,1.0,139.69,140.91,138.26,139.14,5401104.0
2017-03-06,141.0,142.84,140.54,141.94,7116118.0,0.0,1.0,141.0,142.84,140.54,141.94,7116118.0
2017-03-07,141.99,142.4,140.38,141.43,4241037.0,0.0,1.0,141.99,142.4,140.38,141.43,4241037.0
2017-03-08,141.47,142.06,139.7704,140.32,4092550.0,0.0,1.0,141.47,142.06,139.7704,140.32,4092550.0
2017-03-09,140.04,141.24,139.74,140.53,2652740.0,0.0,1.0,140.04,141.24,139.74,140.53,2652740.0
2017-03-10,141.39,141.8,140.28,140.89,3318464.0,0.0,1.0,141.39,141.8,140.28,140.89,3318464.0
2017-03-13,140.9,143.71,140.321,143.52,4922432.0,0.0,1.0,140.9,143.71,140.321,143.52,4922432.0
2017-03-14,142.95,143.31,141.7,143.19,4660294.0,0.0,1.0,142.95,143.31,141.7,143.19,4660294.0
2017-03-15,144.2,145.52,143.23,145.25,5987198.0,0.0,1.0,144.2,145.52,143.23,145.25,5987198.0
2017-03-16,145.5,146.5,144.22,144.39,5286456.0,0.0,1.0,145.5,146.5,144.22,144.39,5286456.0
2017-03-17,144.05,145.76,143.4,145.11,6281316.0,0.0,1.0,144.05,145.76,143.4,145.11,6281316.0
2017-03-20,145.45,146.25,144.58,145.83,3421046.0,0.0,1.0,145.45,146.25,144.58,145.83,3421046.0
2017-03-21,146.75,147.7,142.1,142.42,7669753.0,0.0,1.0,146.75,147.7,142.1,142.42,7669753.0
2017-03-22,142.545,143.8,140.76,142.65,6486893.0,0.0,1.0,142.545,143.8,140.76,142.65,6486893.0
2017-03-23,142.14,142.89,141.26,141.84,3712625.0,0.0,1.0,142.14,142.89,141.26,141.84,3712625.0
2017-03-24,142.36,142.8,141.58,142.02,3546599.0,0.0,1.0,142.36,142.8,141.58,142.02,3546599.0
2017-03-27,140.83,144.39,140.0,144.06,4771650.0,0.0,1.0,140.83,144.39,140.0,144.06,4771650.0
2017-03-28,144.1,146.11,143.92,145.17,4638003.0,0.0,1.0,144.1,146.11,143.92,145.17,4638003.0
2017-03-29,145.5,147.18,144.9089,146.47,3855031.0,0.0,1.0,145.5,147.18,144.9089,146.47,3855031.0
2017-03-30,146.81,148.29,146.53,148.06,4461068.0,0.0,1.0,146.81,148.29,146.53,148.06,4461068.0
2017-03-31,148.0,148.225,147.33,147.81,3888237.0,0.0,1.0,148.0,148.225,147.33,147.81,3888237.0
2017-04-03,146.7,148.005,145.74,146.92,4609336.0,0.0,1.0,146.7,148.005,145.74,146.92,4609336.0
2017-04-04,146.84,147.09,144.89,145.5,4368919.0,0.0,1.0,146.84,147.09,144.89,145.5,4368919.0
2017-04-05,146.19,146.25,143.26,143.62,4607636.0,0.0,1.0,146.19,146.25,143.26,143.62,4607636.0
2017-04-06,144.0,144.14,143.01,143.74,3312410.0,0.0,1.0,144.0,144.14,143.01,143.74,3312410.0
2017-04-07,143.79,143.89,142.71,143.11,3032571.0,0.0,1.0,143.79,143.89,142.71,143.11,3032571.0
2017-04-10,143.04,144.65,141.21,143.85,5807440.0,0.0,1.0,143.04,144.65,141.21,143.85,5807440.0
2017-04-11,144.28,144.54,141.98,144.35,4621451.0,0.0,1.0,144.28,144.54,141.98,144.35,4621451.0
2017-04-12,144.85,145.74,143.55,143.83,4386954.0,0.0,1.0,144.85,145.74,143.55,143.83,4386954.0
2017-04-13,144.25,144.55,142.76,142.92,3685789.0,0.0,1.0,144.25,144.55,142.76,142.92,3685789.0
2017-04-17,144.43,147.32,144.43,147.25,16364743.0,0.0,1.0,144.43,147.32,144.43,147.25,16364743.0
2017-04-18,147.34,147.4,140.0,143.36,19670975.0,0.0,1.0,147.34,147.4,140.0,143.36,19670975.0
2017-04-19,143.37,144.0,138.66,139.76,12395064.0,0.0,1.0,143.37,144.0,138.66,139.76,12395064.0
2017-04-20,140.3,141.8,139.27,141.18,7248180.0,0.0,1.0,140.3,141.8,139.27,141.18,7248180.0
2017-04-21,141.39,143.03,140.9028,142.87,6824786.0,0.0,1.0,141.39,143.03,140.9028,142.87,6824786.0
2017-04-24,143.61,144.5,143.4,143.83,4792928.0,0.0,1.0,143.61,144.5,143.4,143.83,4792928.0
2017-04-25,147.46,153.52,146.22,152.16,20578697.0,0.0,1.0,147.46,153.52,146.22,152.16,20578697.0
2017-04-26,151.53,152.15,148.9,150.17,9196892.0,0.0,1.0,151.53,152.15,148.9,150.17,9196892.0
2017-04-27,150.6,153.49,149.3,153.08,7643227.0,0.0,1.0,150.6,153.49,149.3,153.08,7643227.0
2017-04-28,152.71,152.97,150.94,152.2,6311736.0,0.0,1.0,152.71,152.97,150.94,152.2,6311736.0
2017-05-01,151.91,157.7,151.61,155.35,8964849.0,0.0,1.0,151.91,157.7,151.61,155.35,8964849.0
2017-05-02,155.76,156.5,154.61,156.45,4983533.0,0.0,1.0,155.76,156.5,154.61,156.45,4983533.0
2017-05-03,156.29,156.54,154.88,155.59,3864199.0,0.0,1.0,156.29,156.54,154.88,155.59,3864199.0
2017-05-04,155.59,157.9,154.55,157.25,5345797.0,0.0,1.0,155.59,157.9,154.55,157.25,5345797.0
2017-05-05,158.55,158.59,155.9,156.6,5316045.0,0.0,1.0,158.55,158.59,155.9,156.6,5316045.0
2017-05-08,156.55,157.64,155.3,156.38,4780919.0,0.0,1.0,156.55,157.64,155.3,156.38,4780919.0
2017-05-09,156.1,157.85,155.97,157.46,3886416.0,0.0,1.0,156.1,157.85,155.97,157.46,3886416.0
2017-05-10,157.82,161.1,156.56,160.28,6834094.0,0.0,1.0,157.82,161.1,156.56,160.28,6834094.0
2017-05-11,160.33,160.52,157.55,158.54,5534257.0,0.0,1.0,160.33,160.52,157.55,158.54,5534257.0
2017-05-12,159.11,160.84,158.51,160.81,5069936.0,0.0,1.0,159.11,160.84,158.51,160.81,5069936.0
2017-05-15,160.25,161.78,159.76,160.02,4931529.0,0.0,1.0,160.25,161.78,159.76,160.02,4931529.0
2017-05-16,160.5,161.18,159.33,159.41,3366344.0,0.0,1.0,160.5,161.18,159.33,159.41,3366344.0
2017-05-17,158.09,158.78,153.0,153.2,8042402.0,0.0,1.0,158.09,158.78,153.0,153.2,8042402.0
2017-05-18,153.61,156.89,153.24,155.7,6249052.0,0.0,1.0,153.61,156.89,153.24,155.7,6249052.0
2017-05-19,156.15,158.05,155.91,157.02,4050649.0,0.0,1.0,156.15,158.05,155.91,157.02,4050649.0
2017-05-22,157.86,158.6,156.43,157.16,3720885.0,0.0,1.0,157.86,158.6,156.43,157.16,3720885.0
2017-05-23,157.75,158.31,156.8,157.95,3333727.0,0.0,1.0,157.75,158.31,156.8,157.95,3333727.0
2017-05-24,158.35,158.48,157.17,157.75,2963515.0,0.0,1.0,158.35,158.48,157.17,157.75,2963515.0
2017-05-25,161.0,164.1,160.55,163.05,8467678.0,0.0,1.0,161.0,164.1,160.55,163.05,8467678.0
2017-05-26,162.84,163.05,161.12,162.43,4804219.0,0.0,1.0,162.84,163.05,161.12,162.43,4804219.0
2017-05-30,163.6,164.75,162.71,163.22,4791959.0,0.0,1.0,163.6,164.75,162.71,163.22,4791959.0
2017-05-31,163.61,164.0,160.74,163.07,5251201.0,0.0,1.0,163.61,164.0,160.74,163.07,5251201.0
2017-06-01,163.52,163.9316,161.7,162.99,3869808.0,0.0,1.0,163.52,163.9316,161.7,162.99,3869808.0
2017-06-02,163.42,165.36,162.8,165.18,4217679.0,0.0,1.0,163.42,165.36,162.8,165.18,4217679.0
2017-06-05,165.49,165.5,163.43,165.06,3830296.0,0.0,1.0,165.49,165.5,163.43,165.06,3830296.0
2017-06-06,164.95,166.82,164.51,165.17,4325459.0,0.0,1.0,164.95,166.82,164.51,165.17,4325459.0
2017-06-07,165.6,166.4,164.4086,165.61,3285592.0,0.0,1.0,165.6,166.4,164.4086,165.61,3285592.0
2017-06-08,166.12,166.87,164.84,165.88,3666393.0,0.0,1.0,166.12,166.87,164.84,165.88,3666393.0
2017-06-09,166.27,166.27,154.5,158.03,10255110.0,0.0,1.0,166.27,166.27,154.5,158.03,10255110.0
2017-06-12,155.3,155.53,148.31,151.44,14045559.0,0.0,1.0,155.3,155.53,148.31,151.44,14045559.0
2017-06-13,154.38,155.68,150.13,152.72,8379437.0,0.0,1.0,154.38,155.68,150.13,152.72,8379437.0
2017-06-14,154.34,155.615,150.28,152.2,6364572.0,0.0,1.0,154.34,155.615,150.28,152.2,6364572.0
2017-06-15,149.44,152.56,147.3,151.76,6976720.0,0.0,1.0,149.44,152.56,147.3,151.76,6976720.0
2017-06-16,151.45,153.53,150.39,152.38,6751799.0,0.0,1.0,151.45,153.53,150.39,152.38,6751799.0
2017-06-19,154.29,155.58,152.41,153.4,6461866.0,0.0,1.0,154.29,155.58,152.41,153.4,6461866.0
2017-06-20,153.68,154.5,151.4,152.05,4850911.0,0.0,1.0,153.68,154.5,151.4,152.05,4850911.0
2017-06-21,152.5,155.38,152.26,155.03,5783436.0,0.0,1.0,152.5,155.38,152.26,155.03,5783436.0
2017-06-22,155.13,155.2,153.7,154.89,3735995.0,0.0,1.0,155.13,155.2,153.7,154.89,3735995.0
2017-06-23,155.01,158.19,153.76,158.03,6086644.0,0.0,1.0,155.01,158.19,153.76,158.03,6086644.0
2017-06-26,158.78,159.97,156.56,157.5,5951060.0,0.0,1.0,158.78,159.97,156.56,157.5,5951060.0
2017-06-27,156.62,156.9775,150.7197,151.03,7386827.0,0.0,1.0,156.62,156.9775,150.7197,151.03,7386827.0
2017-06-28,151.64,154.2,150.12,153.41,5522740.0,0.0,1.0,151.64,154.2,150.12,153.41,5522740.0
2017-06-29,152.82,152.82,148.0,150.09,7106930.0,0.0,1.0,152.82,152.82,148.0,150.09,7106930.0
2017-06-30,149.76,150.71,148.42,149.41,5164844.0,0.0,1.0,149.76,150.71,148.42,149.41,5164844.0
2017-07-03,149.8,150.45,145.8,146.17,3907790.0,0.0,1.0,149.8,150.45,145.8,146.17,3907790.0
2017-07-05,146.58,148.26,145.58,147.61,4469163.0,0.0,1.0,146.58,148.26,145.58,147.61,4469163.0
2017-07-06,146.13,147.27,144.25,146.25,5253871.0,0.0,1.0,146.13,147.27,144.25,146.25,5253871.0
2017-07-07,146.65,150.75,146.65,150.18,5490809.0,0.0,1.0,146.65,150.75,146.65,150.18,5490809.0
2017-07-10,150.34,153.23,149.65,152.67,5113353.0,0.0,1.0,150.34,153.23,149.65,152.67,5113353.0
2017-07-11,152.37,155.23,151.55,154.33,4824579.0,0.0,1.0,152.37,155.23,151.55,154.33,4824579.0
2017-07-12,155.77,158.8,155.77,158.75,8095303.0,0.0,1.0,155.77,158.8,155.77,158.75,8095303.0
2017-07-13,158.51,160.13,156.98,158.17,6666000.0,0.0,1.0,158.51,160.13,156.98,158.17,6666000.0
2017-07-14,159.3,161.35,157.97,161.12,5412128.0,0.0,1.0,159.3,161.35,157.97,161.12,5412128.0
2017-07-17,162.91,163.55,160.0201,161.7,12299024.0,0.0,1.0,162.91,163.55,160.0201,161.7,12299024.0
2017-07-18,176.12,185.0,174.24,183.6,40126110.0,0.0,1.0,176.12,185.0,174.24,183.6,40126110.0
2017-07-19,182.97,187.17,181.75,183.86,17149580.0,0.0,1.0,182.97,187.17,181.75,183.86,17149580.0
2017-07-20,183.84,185.92,182.7,183.6,7688768.0,0.0,1.0,183.84,185.92,182.7,183.6,7688768.0
2017-07-21,182.72,191.5,182.71,188.54,9215232.0,0.0,1.0,182.72,191.5,182.71,188.54,9215232.0
2017-07-24,188.685,190.25,187.01,187.91,8646192.0,0.0,1.0,188.685,190.25,187.01,187.91,8646192.0
2017-07-25,187.79,188.66,185.81,186.97,5357533.0,0.0,1.0,187.79,188.66,185.81,186.97,5357533.0
2017-07-26,187.7,189.7043,187.51,189.08,4354866.0,0.0,1.0,187.7,189.7043,187.51,189.08,4354866.0
2017-07-27,189.89,190.0,179.38,182.68,11013995.0,0.0,1.0,189.89,190.0,179.38,182.68,11013995.0
2017-07-28,182.0,185.03,181.18,184.04,6166404.0,0.0,1.0,182.0,185.03,181.18,184.04,6166404.0
2017-07-31,184.26,184.9738,180.65,181.66,4776740.0,0.0,1.0,184.26,184.9738,180.65,181.66,4776740.0
2017-08-01,182.49,184.62,181.43,182.03,5003248.0,0.0,1.0,182.49,184.62,181.43,182.03,5003248.0
2017-08-02,182.22,182.57,177.8149,180.74,5713517.0,0.0,1.0,182.22,182.57,177.8149,180.74,5713517.0
2017-08-03,180.53,181.2248,178.02,179.23,4596187.0,0.0,1.0,180.53,181.2248,178.02,179.23,4596187.0
2017-08-04,179.6,181.0,178.5,180.27,4446148.0,0.0,1.0,179.6,181.0,178.5,180.27,4446148.0
2017-08-07,181.0,182.27,179.1,181.33,4470746.0,0.0,1.0,181.0,182.27,179.1,181.33,4470746.0
2017-08-08,181.37,181.91,177.45,178.36,4806525.0,0.0,1.0,181.37,181.91,177.45,178.36,4806525.0
2017-08-09,171.43,175.96,170.01,175.78,9573608.0,0.0,1.0,171.43,175.96,170.01,175.78,9573608.0
2017-08-10,174.03,174.45,167.6,169.14,9539473.0,0.0,1.0,174.03,174.45,167.6,169.14,9539473.0
2017-08-11,169.86,172.58,169.0,171.4,4972045.0,0.0,1.0,169.86,172.58,169.0,171.4,4972045.0
2017-08-14,169.8,172.45,168.8,171.0,7377962.0,0.0,1.0,169.8,172.45,168.8,171.0,7377962.0
2017-08-15,171.53,171.88,168.25,168.5,5470271.0,0.0,1.0,171.53,171.88,168.25,168.5,5470271.0
2017-08-16,167.5,170.5,166.25,169.98,6916579.0,0.0,1.0,167.5,170.5,166.25,169.98,6916579.0
2017-08-17,169.23,170.58,165.72,166.09,5161920.0,0.0,1.0,169.23,170.58,165.72,166.09,5161920.0
2017-08-18,165.95,169.97,165.8,166.54,7363750.0,0.0,1.0,165.95,169.97,165.8,166.54,7363750.0
2017-08-21,166.91,168.99,164.23,166.76,6303314.0,0.0,1.0,166.91,168.99,164.23,166.76,6303314.0
2017-08-22,167.76,169.93,167.04,169.34,4857816.0,0.0,1.0,167.76,169.93,167.04,169.34,4857816.0
2017-08-23,168.35,169.64,166.7,169.06,4616656.0,0.0,1.0,168.35,169.64,166.7,169.06,4616656.0
2017-08-24,169.86,171.2363,166.15,168.13,5270931.0,0.0,1.0,169.86,171.2363,166.15,168.13,5270931.0
2017-08-25,168.58,168.75,165.5,165.95,4045626.0,0.0,1.0,168.58,168.75,165.5,165.95,4045626.0
2017-08-28,166.43,168.67,165.6,167.12,3619575.0,0.0,1.0,166.43,168.67,165.6,167.12,3619575.0
2017-08-29,165.0,169.68,164.73,168.81,4573282.0,0.0,1.0,165.0,169.68,164.73,168.81,4573282.0
2017-08-30,169.5,174.85,169.37,174.69,7985196.0,0.0,1.0,169.5,174.85,169.37,174.69,7985196.0
2017-08-31,175.45,176.24,173.86,174.71,6886143.0,0.0,1.0,175.45,176.24,173.86,174.71,6886143.0
2017-09-01,175.55,176.48,173.92,174.74,3781453.0,0.0,1.0,175.55,176.48,173.92,174.74,3781453.0
2017-09-05,173.4,175.88,172.44,174.52,4580903.0,0.0,1.0,173.4,175.88,172.44,174.52,4580903.0
2017-09-06,175.25,179.46,173.73,179.25,8695383.0,0.0,1.0,175.25,179.46,173.73,179.25,8695383.0
2017-09-07,178.8,180.35,177.1,179.0,5938152.0,0.0,1.0,178.8,180.35,177.1,179.0,5938152.0
2017-09-08,178.45,180.39,176.25,176.42,4577777.0,0.0,1.0,178.45,180.39,176.25,176.42,4577777.0
2017-09-11,178.1,182.47,178.03,181.74,5936476.0,0.0,1.0,178.1,182.47,178.03,181.74,5936476.0
2017-09-12,182.55,185.33,180.6435,185.15,6606688.0,0.0,1.0,182.55,185.33,180.6435,185.15,6606688.0
2017-09-13,184.07,184.4995,182.55,183.64,4303277.0,0.0,1.0,184.07,184.4995,182.55,183.64,4303277.0
2017-09-14,183.25,185.2882,182.07,182.63,4469985.0,0.0,1.0,183.25,185.2882,182.07,182.63,4469985.0
2017-09-15,182.73,184.93,181.43,182.1,5442089.0,0.0,1.0,182.73,184.93,181.43,182.1,5442089.0
2017-09-18,183.61,185.45,182.73,184.62,5318130.0,0.0,1.0,183.61,185.45,182.73,184.62,5318130.0
2017-09-19,184.98,186.23,184.17,185.68,4951465.0,0.0,1.0,184.98,186.23,184.17,185.68,4951465.0
2017-09-20,186.1,186.5,183.2,185.51,4473036.0,0.0,1.0,186.1,186.5,183.2,185.51,4473036.0
2017-09-21,185.82,189.95,184.51,188.78,7113489.0,0.0,1.0,185.82,189.95,184.51,188.78,7113489.0
2017-09-22,188.4,189.85,186.39,187.35,5420227.0,0.0,1.0,188.4,189.85,186.39,187.35,5420227.0
2017-09-25,186.46,186.55,177.7,178.55,9322531.0,0.0,1.0,186.46,186.55,177.7,178.55,9322531.0
2017-09-26,180.7,180.95,176.55,179.38,5572599.0,0.0,1.0,180.7,180.95,176.55,179.38,5572599.0
2017-09-27,181.01,183.34,180.7,181.97,4963152.0,0.0,1.0,181.01,183.34,180.7,181.97,4963152.0
2017-09-28,181.25,181.95,179.36,180.7,4064507.0,0.0,1.0,181.25,181.95,179.36,180.7,4064507.0
2017-09-29,180.73,182.9,180.65,181.35,4193999.0,0.0,1.0,180.73,182.9,180.65,181.35,4193999.0
2017-10-02,182.11,182.8,176.58,177.01,7316345.0,0.0,1.0,182.11,182.8,176.58,177.01,7316345.0
2017-10-03,177.65,179.7,177.55,179.19,3903112.0,0.0,1.0,177.65,179.7,177.55,179.19,3903112.0
2017-10-04,181.41,186.7,181.25,184.45,9170855.0,0.0,1.0,181.41,186.7,181.25,184.45,9170855.0
2017-10-05,185.65,194.49,184.49,194.39,19270032.0,0.0,1.0,185.65,194.49,184.49,194.39,19270032.0
2017-10-06,194.3,198.92,192.05,198.02,15096222.0,0.0,1.0,194.3,198.92,192.05,198.02,15096222.0
2017-10-09,199.1,199.4,196.56,196.87,6912140.0,0.0,1.0,199.1,199.4,196.56,196.87,6912140.0
2017-10-10,197.85,198.3,192.1,195.08,6179012.0,0.0,1.0,197.85,198.3,192.1,195.08,6179012.0
2017-10-11,195.57,196.2199,193.81,194.95,5544715.0,0.0,1.0,195.57,196.2199,193.81,194.95,5544715.0
2017-10-12,196.75,198.62,194.71,195.86,7723224.0,0.0,1.0,196.75,198.62,194.71,195.86,7723224.0
2017-10-13,199.7,200.8199,197.1866,199.49,11929816.0,0.0,1.0,199.7,200.8199,197.1866,199.49,11929816.0
2017-10-16,201.95,202.83,197.86,202.68,18103086.0,0.0,1.0,201.95,202.83,197.86,202.68,18103086.0
2017-10-17,200.11,204.38,197.77,199.48,23819054.0,0.0,1.0,200.11,204.38,197.77,199.48,23819054.0
2017-10-18,199.99,200.01,194.25,195.54,11133883.0,0.0,1.0,199.99,200.01,194.25,195.54,11133883.0
2017-10-19,193.01,195.25,191.16,195.13,7007447.0,0.0,1.0,193.01,195.25,191.16,195.13,7007447.0
2017-10-20,195.9,196.38,193.77,194.16,5907121.0,0.0,1.0,195.9,196.38,193.77,194.16,5907121.0
2017-10-23,194.17,194.8999,191.0346,192.47,6952997.0,0.0,1.0,194.17,194.8999,191.0346,192.47,6952997.0
2017-10-24,192.75,196.735,191.4,196.02,6985460.0,0.0,1.0,192.75,196.735,191.4,196.02,6985460.0
2017-10-25,195.38,197.055,193.01,193.77,5231713.0,0.0,1.0,195.38,197.055,193.01,193.77,5231713.0
2017-10-26,194.66,197.61,194.08,195.21,5101258.0,0.0,1.0,194.66,197.61,194.08,195.21,5101258.0
2017-10-27,197.2,200.65,196.22,199.54,8088364.0,0.0,1.0,197.2,200.65,196.22,199.54,8088364.0
2017-10-30,199.62,201.099,197.0721,198.37,5412277.0,0.0,1.0,199.62,201.099,197.0721,198.37,5412277.0
2017-10-31,198.21,198.59,195.218,196.43,5437925.0,0.0,1.0,198.21,198.59,195.218,196.43,5437925.0
2017-11-01,197.24,199.199,196.0,198.0,4983343.0,0.0,1.0,197.24,199.199,196.0,198.0,4983343.0
2017-11-02,197.45,199.44,197.0901,199.32,3578289.0,0.0,1.0,197.45,199.44,197.0901,199.32,3578289.0
2017-11-03,199.8,200.55,197.99,200.01,3643216.0,0.0,1.0,199.8,200.55,197.99,200.01,3643216.0
2017-11-06,200.0,202.48,198.09,200.13,5834857.0,0.0,1.0,200.0,202.48,198.09,200.13,5834857.0
2017-11-07,200.0,200.61,194.8,195.89,6413310.0,0.0,1.0,200.0,200.61,194.8,195.89,6413310.0
2017-11-09,194.46,194.49,190.81,193.9,5839579.0,0.0,1.0,194.46,194.49,190.81,193.9,5839579.0
2017-11-10,191.61,192.59,189.5,192.02,6609739.0,0.0,1.0,191.61,192.59,189.5,192.02,6609739.0
2017-11-13,191.12,196.05,191.0,195.08,4598005.0,0.0,1.0,191.12,196.05,191.0,195.08,4598005.0
2017-11-14,193.64,195.88,193.0,195.71,3408535.0,0.0,1.0,193.64,195.88,193.0,195.71,3408535.0
2017-11-15,194.54,195.42,191.53,192.12,4162712.0,0.0,1.0,194.54,195.42,191.53,192.12,4162712.0
2017-11-16,194.33,197.7,193.75,195.51,5655042.0,0.0,1.0,194.33,197.7,193.75,195.51,5655042.0
2017-11-17,195.74,195.95,192.65,193.2,3753775.0,0.0,1.0,195.74,195.95,192.65,193.2,3753775.0
2017-11-20,193.3,194.32,191.9,194.1,3727412.0,0.0,1.0,193.3,194.32,191.9,194.1,3727412.0
2017-11-21,195.04,197.52,194.971,196.23,4598017.0,0.0,1.0,195.04,197.52,194.971,196.23,4598017.0
2017-11-22,196.58,196.75,193.63,196.32,5879771.0,0.0,1.0,196.58,196.75,193.63,196.32,5879771.0
2017-11-24,196.65,196.9,195.33,195.75,2160300.0,0.0,1.0,196.65,196.9,195.33,195.75,2160300.0
2017-11-27,195.56,195.85,194.0,195.05,3186677.0,0.0,1.0,195.56,195.85,194.0,195.05,3186677.0
2017-11-28,195.34,199.68,194.01,199.18,6942358.0,0.0,1.0,195.34,199.68,194.01,199.18,6942358.0
2017-11-29,198.91,199.029,184.32,188.15,13905339.0,0.0,1.0,198.91,199.029,184.32,188.15,13905339.0
2017-11-30,190.31,190.86,186.68,187.58,6499326.0,0.0,1.0,190.31,190.86,186.68,187.58,6499326.0
2017-12-01,186.99,189.8,185.0,186.82,6163366.0,0.0,1.0,186.99,189.8,185.0,186.82,6163366.0
2017-12-04,189.36,189.72,178.38,184.04,9137873.0,0.0,1.0,189.36,189.72,178.38,184.04,9137873.0
2017-12-05,183.5,188.14,181.19,184.21,5547802.0,0.0,1.0,183.5,188.14,181.19,184.21,5547802.0
2017-12-06,183.38,186.4844,182.88,185.3,5006257.0,0.0,1.0,183.38,186.4844,182.88,185.3,5006257.0
